Amplicon,CpG_site,Month_Treatment,Reference.Frequency.P,FishNo,Treatment,Month
dmrt1_Ppt1,-534,Female.Wild,0.881,Unknown,Female,Wild
dmrt1_Ppt1,-534,Female.Wild,0.824,Unknown,Female,Wild
dmrt1_Ppt1,-534,Female.Wild,0.95,Unknown,Female,Wild
dmrt1_Ppt1,-534,Male.Wild,0.304,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.477,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.517,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.593,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.6,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.632,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.867,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.879,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.912,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Wild,0.921,Unknown,Male,Wild
dmrt1_Ppt1,-534,Male.Captive,0.175,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.329,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.402,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.412,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.413,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.421,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.486,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.491,Unknown,Male,Captive
dmrt1_Ppt1,-534,Male.Captive,0.559,Unknown,Male,Captive
dmrt1_Ppt1,-468,Female.Captive,0.455,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.518,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.554,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.597,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.618,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.722,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.765,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.813,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.827,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.875,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Captive,0.895,Unknown,Female,Captive
dmrt1_Ppt1,-468,Female.Wild,0.671,Unknown,Female,Wild
dmrt1_Ppt1,-468,Female.Wild,0.851,Unknown,Female,Wild
dmrt1_Ppt1,-468,Female.Wild,0.888,Unknown,Female,Wild
dmrt1_Ppt1,-468,Female.Wild,0.983,Unknown,Female,Wild
dmrt1_Ppt1,-468,Female.Wild,0.912,Unknown,Female,Wild
dmrt1_Ppt1,-468,Female.Wild,0.945,Unknown,Female,Wild
dmrt1_Ppt1,-468,Male.Wild,0.591,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.595,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.69,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.8,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.843,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.913,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.925,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.944,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.949,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Wild,0.958,Unknown,Male,Wild
dmrt1_Ppt1,-468,Male.Captive,0.333,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.451,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.46,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.478,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.48,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.481,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.487,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.551,Unknown,Male,Captive
dmrt1_Ppt1,-468,Male.Captive,0.644,Unknown,Male,Captive
dmrt1_Ppt1,-462,Female.Captive,0.313,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.404,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.559,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.576,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.628,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.684,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.736,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.75,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.754,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.76,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.776,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Captive,0.856,Unknown,Female,Captive
dmrt1_Ppt1,-462,Female.Wild,0.612,Unknown,Female,Wild
dmrt1_Ppt1,-462,Female.Wild,0.863,Unknown,Female,Wild
dmrt1_Ppt1,-462,Female.Wild,0.844,Unknown,Female,Wild
dmrt1_Ppt1,-462,Female.Wild,0.882,Unknown,Female,Wild
dmrt1_Ppt1,-462,Female.Wild,0.857,Unknown,Female,Wild
dmrt1_Ppt1,-462,Female.Wild,0.895,Unknown,Female,Wild
dmrt1_Ppt1,-462,Male.Wild,0.566,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.592,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.595,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.726,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.852,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.91,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.913,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.929,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.945,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Wild,0.946,Unknown,Male,Wild
dmrt1_Ppt1,-462,Male.Captive,0.308,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.406,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.438,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.445,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.448,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.459,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.465,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.535,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.624,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.639,Unknown,Male,Captive
dmrt1_Ppt1,-462,Male.Captive,0.652,Unknown,Male,Captive
dmrt1_Ppt1,-350,Female.Captive,0.056,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.079,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.107,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.127,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.167,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.354,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.381,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.458,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.481,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.491,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.514,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.526,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.557,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Captive,0.66,Unknown,Female,Captive
dmrt1_Ppt1,-350,Female.Wild,0.684,Unknown,Female,Wild
dmrt1_Ppt1,-350,Female.Wild,0.387,Unknown,Female,Wild
dmrt1_Ppt1,-350,Female.Wild,0.498,Unknown,Female,Wild
dmrt1_Ppt1,-350,Female.Wild,0.57,Unknown,Female,Wild
dmrt1_Ppt1,-350,Female.Wild,0.556,Unknown,Female,Wild
dmrt1_Ppt1,-350,Female.Wild,0.657,Unknown,Female,Wild
dmrt1_Ppt1,-350,Male.Wild,0.098,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.167,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.24,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.267,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.302,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.472,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.511,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Wild,0.527,Unknown,Male,Wild
dmrt1_Ppt1,-350,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.03,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.052,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.056,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.084,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.092,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.112,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.121,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.123,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.157,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.177,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.182,Unknown,Male,Captive
dmrt1_Ppt1,-350,Male.Captive,0.255,Unknown,Male,Captive
dmrt1_PE1_C,-228,Female.Captive,0.02,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.024,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.025,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.033,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.038,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.051,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.067,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.067,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.071,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.078,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Captive,0.125,Unknown,Female,Captive
dmrt1_PE1_C,-228,Female.Wild,0.027,Unknown,Female,Wild
dmrt1_PE1_C,-228,Female.Wild,0.042,Unknown,Female,Wild
dmrt1_PE1_C,-228,Female.Wild,0.042,Unknown,Female,Wild
dmrt1_PE1_C,-228,Female.Wild,0.085,Unknown,Female,Wild
dmrt1_PE1_C,-228,Male.Wild,0.004,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.005,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.008,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.011,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.013,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.013,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.027,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.029,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Wild,0.029,Unknown,Male,Wild
dmrt1_PE1_C,-228,Male.Captive,0.004,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.005,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.005,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.011,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.017,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.021,Unknown,Male,Captive
dmrt1_PE1_C,-228,Male.Captive,0.029,Unknown,Male,Captive
dmrt1_PE1_C,-207,Female.Captive,0.331,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.344,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.349,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.361,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.375,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.376,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.387,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.407,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.419,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Captive,0.452,Unknown,Female,Captive
dmrt1_PE1_C,-207,Female.Wild,0.36,Unknown,Female,Wild
dmrt1_PE1_C,-207,Female.Wild,0.36,Unknown,Female,Wild
dmrt1_PE1_C,-207,Female.Wild,0.377,Unknown,Female,Wild
dmrt1_PE1_C,-207,Female.Wild,0.391,Unknown,Female,Wild
dmrt1_PE1_C,-207,Male.Wild,0.287,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.3,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.308,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.314,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.33,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.331,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.339,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Wild,0.344,Unknown,Male,Wild
dmrt1_PE1_C,-207,Male.Captive,0.24,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.285,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.292,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.297,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.301,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.304,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.311,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.311,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.316,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.34,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.359,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.36,Unknown,Male,Captive
dmrt1_PE1_C,-207,Male.Captive,0.368,Unknown,Male,Captive
dmrt1_PE1_C,-196,Female.Captive,0.026,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.032,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.04,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.042,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.052,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.052,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.052,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.058,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.061,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.064,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.065,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Captive,0.069,Unknown,Female,Captive
dmrt1_PE1_C,-196,Female.Wild,0.015,Unknown,Female,Wild
dmrt1_PE1_C,-196,Female.Wild,0.047,Unknown,Female,Wild
dmrt1_PE1_C,-196,Female.Wild,0.049,Unknown,Female,Wild
dmrt1_PE1_C,-196,Female.Wild,0.052,Unknown,Female,Wild
dmrt1_PE1_C,-196,Male.Wild,0.013,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.014,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.015,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.015,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.016,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.019,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.019,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.026,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.028,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Wild,0.029,Unknown,Male,Wild
dmrt1_PE1_C,-196,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.02,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.021,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.021,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.028,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.033,Unknown,Male,Captive
dmrt1_PE1_C,-196,Male.Captive,0.038,Unknown,Male,Captive
dmrt1_PE1_C,-162,Female.Captive,0.05,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.052,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.058,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.069,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.076,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.076,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.081,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.09,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.103,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.109,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.127,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.152,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Captive,0.187,Unknown,Female,Captive
dmrt1_PE1_C,-162,Female.Wild,0.07,Unknown,Female,Wild
dmrt1_PE1_C,-162,Female.Wild,0.088,Unknown,Female,Wild
dmrt1_PE1_C,-162,Female.Wild,0.102,Unknown,Female,Wild
dmrt1_PE1_C,-162,Female.Wild,0.129,Unknown,Female,Wild
dmrt1_PE1_C,-162,Male.Wild,0.006,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.006,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.011,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.012,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.022,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.042,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.044,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.054,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.055,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Wild,0.07,Unknown,Male,Wild
dmrt1_PE1_C,-162,Male.Captive,0.006,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.011,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.021,Unknown,Male,Captive
dmrt1_PE1_C,-162,Male.Captive,0.035,Unknown,Male,Captive
dmrt1_PE1_C,-130,Female.Captive,0.118,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.137,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.137,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.138,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.161,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.18,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.184,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.19,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.216,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.24,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.261,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.278,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.312,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Captive,0.347,Unknown,Female,Captive
dmrt1_PE1_C,-130,Female.Wild,0.168,Unknown,Female,Wild
dmrt1_PE1_C,-130,Female.Wild,0.188,Unknown,Female,Wild
dmrt1_PE1_C,-130,Female.Wild,0.197,Unknown,Female,Wild
dmrt1_PE1_C,-130,Female.Wild,0.272,Unknown,Female,Wild
dmrt1_PE1_C,-130,Male.Wild,0.03,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.035,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.037,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.058,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.065,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.087,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.089,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.092,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.098,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Wild,0.142,Unknown,Male,Wild
dmrt1_PE1_C,-130,Male.Captive,0.034,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.038,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.04,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.042,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.045,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.046,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.048,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.057,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.058,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.08,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.089,Unknown,Male,Captive
dmrt1_PE1_C,-130,Male.Captive,0.178,Unknown,Male,Captive
dmrt1_PE1_C,-122,Female.Captive,0.222,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.236,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.261,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.269,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.314,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.319,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.327,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.374,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.426,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.523,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.539,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Captive,0.603,Unknown,Female,Captive
dmrt1_PE1_C,-122,Female.Wild,0.34,Unknown,Female,Wild
dmrt1_PE1_C,-122,Female.Wild,0.351,Unknown,Female,Wild
dmrt1_PE1_C,-122,Female.Wild,0.473,Unknown,Female,Wild
dmrt1_PE1_C,-122,Male.Wild,0.038,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.041,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.06,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.09,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.123,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.126,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.166,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.177,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Wild,0.24,Unknown,Male,Wild
dmrt1_PE1_C,-122,Male.Captive,0.034,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.044,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.045,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.048,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.058,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.058,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.061,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.075,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.123,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.131,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.156,Unknown,Male,Captive
dmrt1_PE1_C,-122,Male.Captive,0.335,Unknown,Male,Captive
dmrt1_PE1_C,-66,Female.Captive,0.063,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.069,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.079,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.089,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.095,Unknown,Female,Captive
